Time,System Production (W)
01/01/2022 00:00,"0"
01/01/2022 00:15,"0"
01/01/2022 00:30,"0"
01/01/2022 00:45,"0"
01/01/2022 01:00,"0"
01/01/2022 01:15,"0"
01/01/2022 01:30,"0"
01/01/2022 01:45,"0"
01/01/2022 02:00,"0"
01/01/2022 02:15,"0"
01/01/2022 02:30,"0"
01/01/2022 02:45,"0"
01/01/2022 03:00,"0"
01/01/2022 03:15,"0"
01/01/2022 03:30,"0"
01/01/2022 03:45,"0"
01/01/2022 04:00,"0"
01/01/2022 04:15,"0"
01/01/2022 04:30,"0"
01/01/2022 04:45,"0"
01/01/2022 05:00,"0"
01/01/2022 05:15,"0"
01/01/2022 05:30,"0"
01/01/2022 05:45,"0"
01/01/2022 06:00,"0"
01/01/2022 06:15,"0"
01/01/2022 06:30,"0"
01/01/2022 06:45,"713"
01/01/2022 07:00,"4662.3335"
01/01/2022 07:15,"8462.666"
01/01/2022 07:30,"11030.333"
01/01/2022 07:45,"14972.666"
01/01/2022 08:00,"19270"
01/01/2022 08:15,"23398.332"
01/01/2022 08:30,"28494.666"
01/01/2022 08:45,"30275.998"
01/01/2022 09:00,"34419"
01/01/2022 09:15,"31882.334"
01/01/2022 09:30,"42426.332"
01/01/2022 09:45,"44284.668"
01/01/2022 10:00,"46665"
01/01/2022 10:15,"48258.332"
01/01/2022 10:30,"50716.6641"
01/01/2022 10:45,"52310.3359"
01/01/2022 11:00,"53795.668"
01/01/2022 11:15,"54404"
01/01/2022 11:30,"57075.6641"
01/01/2022 11:45,"60992.6641"
01/01/2022 12:00,"63518.3359"
01/01/2022 12:15,"64662"
01/01/2022 12:30,"64597.3359"
01/01/2022 12:45,"65041.3359"
01/01/2022 13:00,"63854.6641"
01/01/2022 13:15,"62156.6719"
01/01/2022 13:30,"61227.3359"
01/01/2022 13:45,"59498.3359"
01/01/2022 14:00,"55999"
01/01/2022 14:15,"52930"
01/01/2022 14:30,"50238"
01/01/2022 14:45,"46035"
01/01/2022 15:00,"42887"
01/01/2022 15:15,"36909.668"
01/01/2022 15:30,"32956.6641"
01/01/2022 15:45,"29800.332"
01/01/2022 16:00,"26111.668"
01/01/2022 16:15,"22124.332"
01/01/2022 16:30,"19145.666"
01/01/2022 16:45,"15113.666"
01/01/2022 17:00,"11123"
