Time,System Production (W)
04/01/2021 00:00,"0"
04/01/2021 00:15,"0"
04/01/2021 00:30,"0"
04/01/2021 00:45,"0"
04/01/2021 01:00,"0"
04/01/2021 01:15,"0"
04/01/2021 01:30,"0"
04/01/2021 01:45,"0"
04/01/2021 02:00,"0"
04/01/2021 02:15,"0"
04/01/2021 02:30,"0"
04/01/2021 02:45,"0"
04/01/2021 03:00,"0"
04/01/2021 03:15,"0"
04/01/2021 03:30,"0"
04/01/2021 03:45,"0"
04/01/2021 04:00,"0"
04/01/2021 04:15,"0"
04/01/2021 04:30,"0"
04/01/2021 04:45,"0"
04/01/2021 05:00,"0"
04/01/2021 05:15,"0"
04/01/2021 05:30,"0"
04/01/2021 05:45,"0"
04/01/2021 06:00,"0"
04/01/2021 06:15,"913"
04/01/2021 06:30,"2687.3335"
04/01/2021 06:45,"3647"
04/01/2021 07:00,"4819"
04/01/2021 07:15,"5882"
04/01/2021 07:30,"7236"
04/01/2021 07:45,"8911.666"
04/01/2021 08:00,"10967.334"
04/01/2021 08:15,"16401.668"
04/01/2021 08:30,"34985.668"
04/01/2021 08:45,"47760"
04/01/2021 09:00,"49454.668"
04/01/2021 09:15,"51960.668"
04/01/2021 09:30,"56846.332"
04/01/2021 09:45,"66311.6641"
04/01/2021 10:00,"49857.332"
04/01/2021 10:15,"56737"
04/01/2021 10:30,"48800.668"
04/01/2021 10:45,"41805.668"
04/01/2021 11:00,"41761.332"
04/01/2021 11:15,"43312"
04/01/2021 11:30,"51215"
04/01/2021 11:45,"46119"
04/01/2021 12:00,"44941"
04/01/2021 12:15,"46949.0039"
04/01/2021 12:30,"47159.3359"
04/01/2021 12:45,"48534.668"
04/01/2021 13:00,"57499.6641"
04/01/2021 13:15,"75024"
04/01/2021 13:30,"73664.6719"
04/01/2021 13:45,"70502.6719"
04/01/2021 14:00,"68423.6641"
04/01/2021 14:15,"56262"
04/01/2021 14:30,"52809.332"
04/01/2021 14:45,"61002.3359"
04/01/2021 15:00,"55298.3359"
04/01/2021 15:15,"52880"
04/01/2021 15:30,"48642.6641"
04/01/2021 15:45,"44352"
04/01/2021 16:00,"38934"
04/01/2021 16:15,"32584.666"
04/01/2021 16:30,"27882"
04/01/2021 16:45,"22820.668"
04/01/2021 17:00,"16948.332"
04/01/2021 17:15,"13492.667"
04/01/2021 17:30,"7934.333"
04/01/2021 17:45,"4499"
04/01/2021 18:00,"1021"
04/01/2021 18:15,"57.3333"
04/01/2021 18:30,"0"
04/01/2021 18:45,"0"
04/01/2021 19:00,"0"
04/01/2021 19:15,"0"
04/01/2021 19:30,"0"
04/01/2021 19:45,"0"
04/01/2021 20:00,"0"
04/01/2021 20:15,"0"
04/01/2021 20:30,"0"
04/01/2021 20:45,"0"
04/01/2021 21:00,"0"
04/01/2021 21:15,"0"
04/01/2021 21:30,"0"
04/01/2021 21:45,"0"
04/01/2021 22:00,"0"
04/01/2021 22:15,"0"
04/01/2021 22:30,"0"
04/01/2021 22:45,"0"
04/01/2021 23:00,"0"
04/01/2021 23:15,"0"
04/01/2021 23:30,"0"
04/01/2021 23:45,"0"
04/02/2021 00:00,"0"
04/02/2021 00:15,"0"
04/02/2021 00:30,"0"
04/02/2021 00:45,"0"
04/02/2021 01:00,"0"
04/02/2021 01:15,"0"
04/02/2021 01:30,"0"
04/02/2021 01:45,"0"
04/02/2021 02:00,"0"
04/02/2021 02:15,"0"
04/02/2021 02:30,"0"
04/02/2021 02:45,"0"
04/02/2021 03:00,"0"
04/02/2021 03:15,"0"
04/02/2021 03:30,"0"
04/02/2021 03:45,"0"
04/02/2021 04:00,"0"
04/02/2021 04:15,"0"
04/02/2021 04:30,"0"
04/02/2021 04:45,"0"
04/02/2021 05:00,"0"
04/02/2021 05:15,"0"
04/02/2021 05:30,"0"
04/02/2021 05:45,"0"
04/02/2021 06:00,"0"
04/02/2021 06:15,"475.6667"
04/02/2021 06:30,"2640.3333"
04/02/2021 06:45,"4827"
04/02/2021 07:00,"12681.333"
04/02/2021 07:15,"17258"
04/02/2021 07:30,"22069.332"
04/02/2021 07:45,"27222"
04/02/2021 08:00,"32399.332"
04/02/2021 08:15,"37465"
04/02/2021 08:30,"42408.3359"
04/02/2021 08:45,"47001"
04/02/2021 09:00,"51586.6641"
04/02/2021 09:15,"56714.6719"
04/02/2021 09:30,"59353"
04/02/2021 09:45,"63823"
04/02/2021 10:00,"65244"
04/02/2021 10:15,"67897"
04/02/2021 10:30,"69681"
04/02/2021 10:45,"72060.3359"
04/02/2021 11:00,"73696.3281"
04/02/2021 11:15,"75002"
04/02/2021 11:30,"75947.6641"
04/02/2021 11:45,"76945.3359"
04/02/2021 12:00,"76954"
04/02/2021 12:15,"76835.6641"
04/02/2021 12:30,"75981"
04/02/2021 12:45,"75338.6641"
04/02/2021 13:00,"75150.3359"
04/02/2021 13:15,"73507"
04/02/2021 13:30,"71947.3281"
04/02/2021 13:45,"70146.6641"
04/02/2021 14:00,"67858.3281"
04/02/2021 14:15,"65491"
04/02/2021 14:30,"62541"
04/02/2021 14:45,"59176.3359"
04/02/2021 15:00,"55872.668"
04/02/2021 15:15,"52084.668"
04/02/2021 15:30,"47892.6641"
04/02/2021 15:45,"42779.332"
04/02/2021 16:00,"37872.3359"
04/02/2021 16:15,"32793.668"
04/02/2021 16:30,"27622.332"
04/02/2021 16:45,"22563.666"
04/02/2021 17:00,"18033"
04/02/2021 17:15,"14085.666"
04/02/2021 17:30,"10161.999"
04/02/2021 17:45,"5418"
04/02/2021 18:00,"455.6667"
04/02/2021 18:15,"2"
04/02/2021 18:30,"0"
04/02/2021 18:45,"0"
04/02/2021 19:00,"0"
04/02/2021 19:15,"0"
04/02/2021 19:30,"0"
04/02/2021 19:45,"0"
04/02/2021 20:00,"0"
04/02/2021 20:15,"0"
04/02/2021 20:30,"0"
04/02/2021 20:45,"0"
04/02/2021 21:00,"0"
04/02/2021 21:15,"0"
04/02/2021 21:30,"0"
04/02/2021 21:45,"0"
04/02/2021 22:00,"0"
04/02/2021 22:15,"0"
04/02/2021 22:30,"0"
04/02/2021 22:45,"0"
04/02/2021 23:00,"0"
04/02/2021 23:15,"0"
04/02/2021 23:30,"0"
04/02/2021 23:45,"0"
04/03/2021 00:00,"0"
04/03/2021 00:15,"0"
04/03/2021 00:30,"0"
04/03/2021 00:45,"0"
04/03/2021 01:00,"0"
04/03/2021 01:15,"0"
04/03/2021 01:30,"0"
04/03/2021 01:45,"0"
04/03/2021 02:00,"0"
04/03/2021 02:15,"0"
04/03/2021 02:30,"0"
04/03/2021 02:45,"0"
04/03/2021 03:00,"0"
04/03/2021 03:15,"0"
04/03/2021 03:30,"0"
04/03/2021 03:45,"0"
04/03/2021 04:00,"0"
04/03/2021 04:15,"0"
04/03/2021 04:30,"0"
04/03/2021 04:45,"0"
04/03/2021 05:00,"0"
04/03/2021 05:15,"0"
04/03/2021 05:30,"0"
04/03/2021 05:45,"0"
04/03/2021 06:00,"0"
04/03/2021 06:15,"257.6667"
04/03/2021 06:30,"1339.3333"
04/03/2021 06:45,"2960.3333"
04/03/2021 07:00,"5468.333"
