Time,System Production (W)
01/01/2021 00:00,"0"
01/01/2021 00:15,"0"
01/01/2021 00:30,"0"
01/01/2021 00:45,"0"
01/01/2021 01:00,"0"
01/01/2021 01:15,"0"
01/01/2021 01:30,"0"
01/01/2021 01:45,"0"
01/01/2021 02:00,"0"
01/01/2021 02:15,"0"
01/01/2021 02:30,"0"
01/01/2021 02:45,"0"
01/01/2021 03:00,"0"
01/01/2021 03:15,"0"
01/01/2021 03:30,"0"
01/01/2021 03:45,"0"
01/01/2021 04:00,"0"
01/01/2021 04:15,"0"
01/01/2021 04:30,"0"
01/01/2021 04:45,"0"
01/01/2021 05:00,"0"
01/01/2021 05:15,"0"
01/01/2021 05:30,"0"
01/01/2021 05:45,"0"
01/01/2021 06:00,"0"
01/01/2021 06:15,"0"
01/01/2021 06:30,"0"
01/01/2021 06:45,"341.6667"
01/01/2021 07:00,"1711"
01/01/2021 07:15,"6391"
01/01/2021 07:30,"10424.333"
01/01/2021 07:45,"13453.334"
01/01/2021 08:00,"16788.334"
01/01/2021 08:15,"23871.666"
01/01/2021 08:30,"27614.332"
01/01/2021 08:45,"29929.332"
01/01/2021 09:00,"34332"
01/01/2021 09:15,"38620"
01/01/2021 09:30,"39955.668"
01/01/2021 09:45,"41597.668"
01/01/2021 10:00,"48034.332"
01/01/2021 10:15,"48960.332"
01/01/2021 10:30,"51509.6641"
01/01/2021 10:45,"52126.668"
01/01/2021 11:00,"53290.668"
01/01/2021 11:15,"54333.332"
01/01/2021 11:30,"57758.668"
01/01/2021 11:45,"63071.6719"
01/01/2021 12:00,"64345.6641"
01/01/2021 12:15,"63376"
01/01/2021 12:30,"62921.3281"
01/01/2021 12:45,"62627"
01/01/2021 13:00,"62152.6719"
01/01/2021 13:15,"62234.6641"
01/01/2021 13:30,"61009.3359"
01/01/2021 13:45,"58226"
01/01/2021 14:00,"57335"
01/01/2021 14:15,"54128.3281"
01/01/2021 14:30,"51301"
01/01/2021 14:45,"45079.3359"
01/01/2021 15:00,"41859.3359"
01/01/2021 15:15,"36972"
01/01/2021 15:30,"33068.668"
01/01/2021 15:45,"30920"
01/01/2021 16:00,"27574"
01/01/2021 16:15,"22723"
01/01/2021 16:30,"18832.332"
01/01/2021 16:45,"15393.334"
