Time,System Production (W)
07/01/2022 00:00,"0"
07/01/2022 00:15,"0"
07/01/2022 00:30,"0"
07/01/2022 00:45,"0"
07/01/2022 01:00,"0"
07/01/2022 01:15,"0"
07/01/2022 01:30,"0"
07/01/2022 01:45,"0"
07/01/2022 02:00,"0"
07/01/2022 02:15,"0"
07/01/2022 02:30,"0"
07/01/2022 02:45,"0"
07/01/2022 03:00,"0"
07/01/2022 03:15,"0"
07/01/2022 03:30,"0"
07/01/2022 03:45,"0"
07/01/2022 04:00,"0"
07/01/2022 04:15,"0"
07/01/2022 04:30,"0"
07/01/2022 04:45,"0"
07/01/2022 05:00,"0"
07/01/2022 05:15,"0"
07/01/2022 05:30,"0"
07/01/2022 05:45,"0"
07/01/2022 06:00,"603.6667"
07/01/2022 06:15,"2687"
07/01/2022 06:30,"4775.3335"
07/01/2022 06:45,"6449.3335"
07/01/2022 07:00,"8121.667"
07/01/2022 07:15,"11420.334"
07/01/2022 07:30,"15771.334"
07/01/2022 07:45,"13480"
07/01/2022 08:00,"26172.666"
07/01/2022 08:15,"38098.332"
07/01/2022 08:30,"42010.332"
07/01/2022 08:45,"46813.668"
07/01/2022 09:00,"50181.668"
07/01/2022 09:15,"54074.332"
07/01/2022 09:30,"47950.6641"
07/01/2022 09:45,"48491.332"
07/01/2022 10:00,"58750.3359"
07/01/2022 10:15,"49612.668"
07/01/2022 10:30,"51779"
07/01/2022 10:45,"67035.6719"
07/01/2022 11:00,"69448.3359"
07/01/2022 11:15,"63390.6719"
07/01/2022 11:30,"68441.6641"
07/01/2022 11:45,"67103.6641"
07/01/2022 12:00,"69758"
07/01/2022 12:15,"70187.3359"
07/01/2022 12:30,"66989.3359"
07/01/2022 12:45,"58984"
07/01/2022 13:00,"68845.3359"
07/01/2022 13:15,"63839"
07/01/2022 13:30,"58056"
07/01/2022 13:45,"61440.3359"
07/01/2022 14:00,"62164"
07/01/2022 14:15,"60766"
07/01/2022 14:30,"58752"
07/01/2022 14:45,"56145.668"
07/01/2022 15:00,"52485.668"
07/01/2022 15:15,"48194.668"
07/01/2022 15:30,"42769.668"
07/01/2022 15:45,"38998.668"
07/01/2022 16:00,"34993"
07/01/2022 16:15,"30557.666"
07/01/2022 16:30,"27297.334"
07/01/2022 16:45,"23888.668"
07/01/2022 17:00,"16931"
07/01/2022 17:15,"14784"
07/01/2022 17:30,"10031.666"
07/01/2022 17:45,"3801.3333"
07/01/2022 18:00,"1967.6667"
07/01/2022 18:15,"603.6667"
07/01/2022 18:30,"156"
07/01/2022 18:45,"0"
07/01/2022 19:00,"0"
07/01/2022 19:15,"0"
07/01/2022 19:30,"0"
07/01/2022 19:45,"0"
07/01/2022 20:00,"0"
07/01/2022 20:15,"0"
07/01/2022 20:30,"0"
07/01/2022 20:45,"0"
07/01/2022 21:00,"0"
07/01/2022 21:15,"0"
07/01/2022 21:30,"0"
07/01/2022 21:45,"0"
07/01/2022 22:00,"0"
07/01/2022 22:15,"0"
07/01/2022 22:30,"0"
07/01/2022 22:45,"0"
07/01/2022 23:00,"0"
07/01/2022 23:15,"0"
07/01/2022 23:30,"0"
07/01/2022 23:45,"0"
07/02/2022 00:00,"0"
07/02/2022 00:15,"0"
07/02/2022 00:30,"0"
07/02/2022 00:45,"0"
07/02/2022 01:00,"0"
07/02/2022 01:15,"0"
07/02/2022 01:30,"0"
07/02/2022 01:45,"0"
07/02/2022 02:00,"0"
07/02/2022 02:15,"0"
07/02/2022 02:30,"0"
07/02/2022 02:45,"0"
07/02/2022 03:00,"0"
07/02/2022 03:15,"0"
07/02/2022 03:30,"0"
07/02/2022 03:45,"0"
07/02/2022 04:00,"0"
07/02/2022 04:15,"0"
07/02/2022 04:30,"0"
07/02/2022 04:45,"0"
07/02/2022 05:00,"0"
07/02/2022 05:15,"0"
07/02/2022 05:30,"0"
07/02/2022 05:45,"0"
07/02/2022 06:00,"232"
07/02/2022 06:15,"1147.6666"
07/02/2022 06:30,"3284"
07/02/2022 06:45,"4560.333"
07/02/2022 07:00,"7523.333"
07/02/2022 07:15,"7866.6665"
07/02/2022 07:30,"10456.334"
07/02/2022 07:45,"10408"
07/02/2022 08:00,"15712.334"
07/02/2022 08:15,"24859.334"
07/02/2022 08:30,"24129.668"
07/02/2022 08:45,"27816"
07/02/2022 09:00,"45804.668"
07/02/2022 09:15,"60929.3281"
07/02/2022 09:30,"51701.3359"
07/02/2022 09:45,"65640"
07/02/2022 10:00,"50257.3359"
07/02/2022 10:15,"51374.332"
07/02/2022 10:30,"44709.668"
07/02/2022 10:45,"57905.9961"
07/02/2022 11:00,"53840.332"
07/02/2022 11:15,"76036.6719"
07/02/2022 11:30,"66415.6641"
07/02/2022 11:45,"73969.3359"
07/02/2022 12:00,"74580"
07/02/2022 12:15,"73429.3359"
07/02/2022 12:30,"71540.6641"
07/02/2022 12:45,"73381.6641"
07/02/2022 13:00,"72698.3281"
07/02/2022 13:15,"67829.3359"
07/02/2022 13:30,"66984.3359"
07/02/2022 13:45,"62518"
07/02/2022 14:00,"66603.6641"
07/02/2022 14:15,"66512.3359"
07/02/2022 14:30,"51391.668"
07/02/2022 14:45,"42939.332"
07/02/2022 15:00,"41391.6641"
07/02/2022 15:15,"36875.6641"
07/02/2022 15:30,"28711.332"
07/02/2022 15:45,"29952.002"
07/02/2022 16:00,"24151.334"
07/02/2022 16:15,"23535.334"
07/02/2022 16:30,"22321.668"
07/02/2022 16:45,"18044.668"
07/02/2022 17:00,"12909"
07/02/2022 17:15,"9347"
07/02/2022 17:30,"6947"
07/02/2022 17:45,"2956.6667"
07/02/2022 18:00,"1338.6667"
07/02/2022 18:15,"323.6667"
07/02/2022 18:30,"0"
07/02/2022 18:45,"0"
07/02/2022 19:00,"0"
07/02/2022 19:15,"0"
07/02/2022 19:30,"0"
07/02/2022 19:45,"0"
07/02/2022 20:00,"0"
07/02/2022 20:15,"0"
07/02/2022 20:30,"0"
07/02/2022 20:45,"0"
07/02/2022 21:00,"0"
07/02/2022 21:15,"0"
07/02/2022 21:30,"0"
07/02/2022 21:45,"0"
07/02/2022 22:00,"0"
07/02/2022 22:15,"0"
07/02/2022 22:30,"0"
07/02/2022 22:45,"0"
07/02/2022 23:00,"0"
07/02/2022 23:15,"0"
07/02/2022 23:30,"0"
07/02/2022 23:45,"0"
07/03/2022 00:00,"0"
07/03/2022 00:15,"0"
07/03/2022 00:30,"0"
07/03/2022 00:45,"0"
07/03/2022 01:00,"0"
07/03/2022 01:15,"0"
07/03/2022 01:30,"0"
07/03/2022 01:45,"0"
07/03/2022 02:00,"0"
07/03/2022 02:15,"0"
07/03/2022 02:30,"0"
07/03/2022 02:45,"0"
07/03/2022 03:00,"0"
07/03/2022 03:15,"0"
07/03/2022 03:30,"0"
07/03/2022 03:45,"0"
07/03/2022 04:00,"0"
07/03/2022 04:15,"0"
07/03/2022 04:30,"0"
07/03/2022 04:45,"0"
07/03/2022 05:00,"0"
07/03/2022 05:15,"0"
07/03/2022 05:30,"0"
07/03/2022 05:45,"0"
07/03/2022 06:00,"208.6667"
07/03/2022 06:15,"1700"
07/03/2022 06:30,"4366"
07/03/2022 06:45,"6871"
07/03/2022 07:00,"9842.667"
07/03/2022 07:15,"21562"
07/03/2022 07:30,"21517.668"
07/03/2022 07:45,"16259.666"
07/03/2022 08:00,"20390"
07/03/2022 08:15,"18398.666"
07/03/2022 08:30,"22759.334"
07/03/2022 08:45,"29685"
07/03/2022 09:00,"33501.332"
07/03/2022 09:15,"36248.332"
07/03/2022 09:30,"31165.3359"
07/03/2022 09:45,"25331.666"
07/03/2022 10:00,"26854.334"
07/03/2022 10:15,"29962.334"
07/03/2022 10:30,"60051.3359"
07/03/2022 10:45,"54991.6641"
07/03/2022 11:00,"38416.332"
07/03/2022 11:15,"73044"
07/03/2022 11:30,"70013.3359"
07/03/2022 11:45,"65605.3359"
07/03/2022 12:00,"60936.3359"
