Time,System Production (W)
01/01/2023 00:00,"0"
01/01/2023 00:15,"0"
01/01/2023 00:30,"0"
01/01/2023 00:45,"0"
01/01/2023 01:00,"0"
01/01/2023 01:15,"0"
01/01/2023 01:30,"0"
01/01/2023 01:45,"0"
01/01/2023 02:00,"0"
01/01/2023 02:15,"0"
01/01/2023 02:30,"0"
01/01/2023 02:45,"0"
01/01/2023 03:00,"0"
01/01/2023 03:15,"0"
01/01/2023 03:30,"0"
01/01/2023 03:45,"0"
01/01/2023 04:00,"0"
01/01/2023 04:15,"0"
01/01/2023 04:30,"0"
01/01/2023 04:45,"0"
01/01/2023 05:00,"0"
01/01/2023 05:15,"0"
01/01/2023 05:30,"0"
01/01/2023 05:45,"0"
01/01/2023 06:00,"0"
01/01/2023 06:15,"0"
01/01/2023 06:30,"38"
01/01/2023 06:45,"1380.9999"
01/01/2023 07:00,"3793.3335"
01/01/2023 07:15,"7294.3335"
01/01/2023 07:30,"10227.333"
01/01/2023 07:45,"14978.666"
01/01/2023 08:00,"19920"
01/01/2023 08:15,"24097.666"
01/01/2023 08:30,"27725.666"
01/01/2023 08:45,"31626.668"
01/01/2023 09:00,"35334"
01/01/2023 09:15,"39175"
01/01/2023 09:30,"42165.3359"
01/01/2023 09:45,"45065.332"
01/01/2023 10:00,"47258.668"
01/01/2023 10:15,"49623.668"
01/01/2023 10:30,"51294.0039"
01/01/2023 10:45,"53215.0039"
01/01/2023 11:00,"54851.668"
01/01/2023 11:15,"55239.3359"
01/01/2023 11:30,"57731.332"
01/01/2023 11:45,"62021.3359"
01/01/2023 12:00,"64677"
01/01/2023 12:15,"66408"
01/01/2023 12:30,"66431.6719"
01/01/2023 12:45,"65938.6641"
01/01/2023 13:00,"64887.3359"
01/01/2023 13:15,"62761"
01/01/2023 13:30,"61075.3359"
01/01/2023 13:45,"58647"
01/01/2023 14:00,"56521"
01/01/2023 14:15,"53893.3281"
01/01/2023 14:30,"50857.3359"
01/01/2023 14:45,"47037.332"
01/01/2023 15:00,"42787.668"
01/01/2023 15:15,"38468.1641"
01/01/2023 15:30,"32876.668"
01/01/2023 15:45,"29978"
01/01/2023 16:00,"23861.834"
01/01/2023 16:15,"22033.5"
01/01/2023 16:30,"18538.5"
01/01/2023 16:45,"14784"
01/01/2023 17:00,"10628.333"
01/01/2023 17:15,"5722.667"
01/01/2023 17:30,"2662.5"
01/01/2023 17:45,"495.6667"
01/01/2023 18:00,"0"
01/01/2023 18:15,"0"
01/01/2023 18:30,"0"
01/01/2023 18:45,"0"
01/01/2023 19:00,"0"
01/01/2023 19:15,"0"
01/01/2023 19:30,"0"
01/01/2023 19:45,"0"
01/01/2023 20:00,"0"
01/01/2023 20:15,"0"
01/01/2023 20:30,"0"
01/01/2023 20:45,"0"
01/01/2023 21:00,"0"
01/01/2023 21:15,"0"
01/01/2023 21:30,"0"
01/01/2023 21:45,"0"
01/01/2023 22:00,"0"
01/01/2023 22:15,"0"
01/01/2023 22:30,"0"
01/01/2023 22:45,"0"
01/01/2023 23:00,"0"
01/01/2023 23:15,"0"
01/01/2023 23:30,"0"
01/01/2023 23:45,"0"
01/02/2023 00:00,"0"
01/02/2023 00:15,"0"
01/02/2023 00:30,"0"
01/02/2023 00:45,"0"
01/02/2023 01:00,"0"
01/02/2023 01:15,"0"
01/02/2023 01:30,"0"
01/02/2023 01:45,"0"
01/02/2023 02:00,"0"
01/02/2023 02:15,"0"
01/02/2023 02:30,"0"
01/02/2023 02:45,"0"
01/02/2023 03:00,"0"
01/02/2023 03:15,"0"
01/02/2023 03:30,"0"
01/02/2023 03:45,"0"
01/02/2023 04:00,"0"
01/02/2023 04:15,"0"
01/02/2023 04:30,"0"
01/02/2023 04:45,"0"
01/02/2023 05:00,"0"
01/02/2023 05:15,"0"
01/02/2023 05:30,"0"
01/02/2023 05:45,"0"
01/02/2023 06:00,"0"
01/02/2023 06:15,"0"
01/02/2023 06:30,"0"
01/02/2023 06:45,"678.6667"
01/02/2023 07:00,"2033.6665"
01/02/2023 07:15,"3857.3335"
01/02/2023 07:30,"5414.6665"
01/02/2023 07:45,"7798"
01/02/2023 08:00,"11387"
01/02/2023 08:15,"12693"
01/02/2023 08:30,"18259"
01/02/2023 08:45,"22685.668"
01/02/2023 09:00,"20275"
01/02/2023 09:15,"19183.334"
01/02/2023 09:30,"20320"
01/02/2023 09:45,"24571.334"
01/02/2023 10:00,"26970"
01/02/2023 10:15,"24435.334"
01/02/2023 10:30,"32630"
01/02/2023 10:45,"27050"
01/02/2023 11:00,"24270.332"
01/02/2023 11:15,"23156.666"
01/02/2023 11:30,"41241"
01/02/2023 11:45,"45769"
01/02/2023 12:00,"67393.3359"
01/02/2023 12:15,"65200"
01/02/2023 12:30,"63476.3281"
01/02/2023 12:45,"64349"
01/02/2023 13:00,"59818.3281"
01/02/2023 13:15,"56123.6641"
01/02/2023 13:30,"49846.332"
01/02/2023 13:45,"57708.3281"
01/02/2023 14:00,"53575.6641"
01/02/2023 14:15,"30013"
01/02/2023 14:30,"31565.668"
01/02/2023 14:45,"32702"
01/02/2023 15:00,"33923"
01/02/2023 15:15,"30526"
01/02/2023 15:30,"30155.334"
01/02/2023 15:45,"27300"
01/02/2023 16:00,"20354"
01/02/2023 16:15,"19469.666"
01/02/2023 16:30,"16944"
01/02/2023 16:45,"12874"
01/02/2023 17:00,"10760.333"
01/02/2023 17:15,"8158.667"
01/02/2023 17:30,"3907.6667"
01/02/2023 17:45,"883"
01/02/2023 18:00,"0.3333"
01/02/2023 18:15,"0"
01/02/2023 18:30,"0"
01/02/2023 18:45,"0"
01/02/2023 19:00,"0"
01/02/2023 19:15,"0"
01/02/2023 19:30,"0"
01/02/2023 19:45,"0"
01/02/2023 20:00,"0"
01/02/2023 20:15,"0"
01/02/2023 20:30,"0"
01/02/2023 20:45,"0"
01/02/2023 21:00,"0"
01/02/2023 21:15,"0"
01/02/2023 21:30,"0"
01/02/2023 21:45,"0"
01/02/2023 22:00,"0"
01/02/2023 22:15,"0"
01/02/2023 22:30,"0"
01/02/2023 22:45,"0"
01/02/2023 23:00,"0"
01/02/2023 23:15,"0"
01/02/2023 23:30,"0"
01/02/2023 23:45,"0"
01/03/2023 00:00,"0"
01/03/2023 00:15,"0"
01/03/2023 00:30,"0"
01/03/2023 00:45,"0"
01/03/2023 01:00,"0"
01/03/2023 01:15,"0"
01/03/2023 01:30,"0"
01/03/2023 01:45,"0"
01/03/2023 02:00,"0"
01/03/2023 02:15,"0"
01/03/2023 02:30,"0"
01/03/2023 02:45,"0"
01/03/2023 03:00,"0"
01/03/2023 03:15,"0"
01/03/2023 03:30,"0"
01/03/2023 03:45,"0"
01/03/2023 04:00,"0"
01/03/2023 04:15,"0"
01/03/2023 04:30,"0"
01/03/2023 04:45,"0"
01/03/2023 05:00,"0"
01/03/2023 05:15,"0"
01/03/2023 05:30,"0"
01/03/2023 05:45,"0"
01/03/2023 06:00,"0"
01/03/2023 06:15,"0"
01/03/2023 06:30,"0"
01/03/2023 06:45,"1012.6666"
01/03/2023 07:00,"3927.6667"
01/03/2023 07:15,"7236"
01/03/2023 07:30,"10781.333"
01/03/2023 07:45,"14619"
01/03/2023 08:00,"18237.666"
01/03/2023 08:15,"21967.334"
01/03/2023 08:30,"25675.334"
01/03/2023 08:45,"29621.666"
01/03/2023 09:00,"33228.332"
01/03/2023 09:15,"36667"
01/03/2023 09:30,"40556.668"
01/03/2023 09:45,"43139.3359"
01/03/2023 10:00,"45746"
01/03/2023 10:15,"47400.332"
01/03/2023 10:30,"49420"
01/03/2023 10:45,"50822"
01/03/2023 11:00,"51705.3359"
01/03/2023 11:15,"53365.3359"
01/03/2023 11:30,"56038"
01/03/2023 11:45,"59391.668"
01/03/2023 12:00,"62026.6719"
01/03/2023 12:15,"62571.3359"
01/03/2023 12:30,"62513.3281"
01/03/2023 12:45,"62460.6641"
01/03/2023 13:00,"60846"
01/03/2023 13:15,"60706.3281"
01/03/2023 13:30,"59505.6641"
01/03/2023 13:45,"57468.3281"
01/03/2023 14:00,"54785.3359"
01/03/2023 14:15,"52905.3359"
01/03/2023 14:30,"49595.332"
01/03/2023 14:45,"46338.668"
01/03/2023 15:00,"42825.3359"
01/03/2023 15:15,"38454"
01/03/2023 15:30,"33525.3359"
01/03/2023 15:45,"27426"
01/03/2023 16:00,"13067.334"
01/03/2023 16:15,"13576.667"
